Ticker,Date,BookValueofEquity/TotalLiabilities,EBIT/TotalAssets,RetainedEarnings/TotalAssets,Working Capital/Total Assets
AFL,2014-12-31,0.181357285,0.009464502,0.1865553,-0.010724788
AFL,2015-03-31,0.172661141,0.009897821,0.199444545,-0.002041858
AFL,2015-06-30,0.172205589,0.007943468,0.199659444,0.009033247
AFL,2015-09-30,0.17611489,0.009876877,0.203008727,0.01783419
AFL,2015-12-31,0.185818367,0.00958784,0.192265548,0.003514237
AFL,2016-03-31,0.189915528,0.006688513,0.176548444,0.000339734
AFL,2016-06-30,0.187815292,0.007272677,0.176293017,0.015239311
AFL,2016-09-30,0.187329083,0.009151203,0.200132492,0.016831126
AFL,2016-12-31,0.179507546,0.007182941,0.197530864,0.012630004
AFL,2017-03-31,0.188803329,0.008168752,0.198989615,0.021226938
AFL,2017-06-30,0.192601616,0.00833315,0.20200172,0.03113541
AFL,2017-09-30,0.218417851,0.007710415,0.217866591,0.035753587
AFL,2017-12-31,0.197344579,0.007044165,0.204830479,0.014760173
AFL,2018-03-31,0.20137749,0.008345893,0.216986182,0.028094319
AFL,2018-06-30,0.202550847,0.008692122,0.228075772,0.041336513
AFL,2018-09-30,0.200625941,0.005555318,0.226400581,0.057832286
AFL,2018-12-31,0.217746385,0.00892373,0.223182477,0.041385512
AFL,2019-03-31,0.229305207,0.007701453,0.218824306,0.041406869
AFL,2019-06-30,0.236072462,0.007091094,0.218701545,0.042566029
AFL,2019-09-30,0.233900605,0.007292103,0.224464548,0.052772832
AFL,2019-12-31,0.210855016,0.005111598,0.228201509,0.054789732
AFL,2020-03-31,0.230443263,0.007212564,0.224105114,0.064448363
AFL,2020-06-30,0.25280208,0.007554907,0.232735858,0.076269765
AFL,2020-09-30,0.255149133,0.00774142,0.230086137,0.074524793
AFL,2020-12-31,0.254676567,0.010527514,0.248341838,0.073894927
AFL,2021-03-31,0.264055981,0.008885889,0.248693434,0.068436827
AFL,2021-06-30,0.264095399,0.007285317,0.254238871,0.074241736
AFL,2021-09-30,0.267545801,0.008181945,0.262666464,0.074792754
AFL,2021-12-31,0.251252989,0.009180801,0.288433551,0.079668947
AFL,2022-03-31,0.241546292,0.012998695,0.321074401,0.093357615
AFL,2022-06-30,0.232346943,0.010835285,0.350444965,0.098212334
AFL,2022-09-30,0.180469184,0.004501359,0.336782098,0.116382517
AFL,2022-12-31,0.171762949,0.01029889,0.337529452,0.104781945
AFL,2023-03-31,0.185493752,0.014361613,0.359323565,0.103187727
AFL,2023-06-30,0.221286191,0.014818841,0.385713486,0.106049828
AFL,2023-09-30,0.209902711,0.002659323,0.378720684,0.124506802
AFL,2023-12-31,0.232567561,0.017772683,0.39980119,0.114516362
AFL,2024-03-31,0.276739516,0.017217562,0.427276812,0.075336196
AFL,2024-06-30,0.239644057,0.001105557,0.396848383,0.123791283
AIG,2014-12-31,0.262722595,0.002967526,0.057750383,0.054660664
AIG,2015-03-31,0.262813641,0.008006514,0.06159581,0.052079792
AIG,2015-06-30,0.258155398,0.006139372,0.066093842,0.063872216
AIG,2015-09-30,0.247583046,0.001097642,0.065982051,0.057684991
AIG,2015-12-31,0.22184678,-0.004230721,0.062279356,0.057203296
AIG,2016-03-31,0.215329614,0.000650388,0.060456226,0.055668815
AIG,2016-06-30,0.21566082,0.005952789,0.062606177,0.05397091
AIG,2016-09-30,0.209601249,0.00219213,0.062337728,0.056439576
AIG,2016-12-31,0.182384684,-0.008507538,0.057622064,0.05810775
AIG,2017-03-31,0.175482673,0.004586514,0.059162831,0.053620627
AIG,2017-06-30,0.174699956,0.004107955,0.060868974,0.053489461
AIG,2017-09-30,0.169771265,-0.004810435,0.056431174,0.053868922
AIG,2017-12-31,0.15189335,0.002159337,0.043060319,0.045586904
AIG,2018-03-31,0.145385579,0.00305123,0.04541985,0.053898382
AIG,2018-06-30,0.142051619,0.003536428,0.046933653,0.047770963
AIG,2018-09-30,0.13277823,-0.002301628,0.04307927,0.054516103
AIG,2018-12-31,0.131843331,-0.000182933,0.042448535,0.053743618
AIG,2019-03-31,0.137730714,0.003008255,0.041446848,0.049233607
AIG,2019-06-30,0.144914987,0.001616185,0.04227132,0.045556983
AIG,2019-09-30,0.147363752,0.003602972,0.042731023,0.04413641
AIG,2019-12-31,0.1473373,0.001624564,0.043964164,0.041770146
AIG,2020-03-31,0.137847332,0.006824989,0.047136306,0.043118495
AIG,2020-06-30,0.124006554,-0.001399749,0.027831637,-0.037506937
AIG,2020-09-30,0.126032191,0.001061968,0.027437936,-0.038497653
AIG,2020-12-31,0.129407528,-0.000959963,0.026435639,-0.039290275
AIG,2021-03-31,0.122035981,0.008870788,0.032719588,-0.02420986
AIG,2021-06-30,0.125922664,0.000952779,0.031650648,-0.027520267
AIG,2021-09-30,0.124086019,0.004357767,0.034162744,-0.02118191
AIG,2021-12-31,0.130713202,0.005079582,0.03990022,-0.032049346
AIG,2022-03-31,0.112731612,0.010331065,0.048410411,-0.012814008
AIG,2022-06-30,0.095148685,0.005263871,0.056685556,-0.000604893
AIG,2022-09-30,0.085076494,0.0084925,0.06312293,0.00218384
AIG,2022-12-31,0.090760985,0.002424228,0.066815644,0.010543288
AIG,2023-03-31,0.094440173,0.00090752,0.06464453,0.00325552
AIG,2023-06-30,0.094754477,0.001684856,0.066865498,0.005317069
AIG,2023-09-30,0.090345551,0.007614267,0.072267464,0.006745654
AIG,2023-12-31,0.105123923,-0.001948801,0.069563476,0.004839553
AIG,2024-03-31,0.099209917,0.001433505,0.070693835,-0.007281469
AIG,2024-06-30,0.360369485,0.005521472,0.203853714,0.09021383
AIZ,2014-12-31,0.196391342,0.003298904,0.15236677,0.320890311
AIZ,2015-03-31,0.199750701,0.003148377,0.157142857,0.33307987
AIZ,2015-06-30,0.185592373,0.001744375,0.157317943,0.349974061
AIZ,2015-09-30,0.180835457,-0.000603871,0.157719218,0.357540705
AIZ,2015-12-31,0.177328316,0.003569716,0.161705953,0.367786989
AIZ,2016-03-31,0.177467636,0.010648133,0.166573117,0.428614587
AIZ,2016-06-30,0.182886172,0.00897195,0.173835727,0.405863307
AIZ,2016-09-30,0.174754645,0.007756571,0.174877823,0.407864219
AIZ,2016-12-31,0.160009371,0.003079875,0.178296139,0.42317143
AIZ,2017-03-31,0.16368216,0.007700893,0.183001894,0.413802083
AIZ,2017-06-30,0.163544167,0.006357497,0.183006753,0.411860009
AIZ,2017-09-30,0.146389783,-0.00294399,0.167103842,0.432612251
AIZ,2017-12-31,0.155358827,0.005357535,0.178909022,0.411961813
AIZ,2018-03-31,0.161170194,0.005103614,0.17932034,0.449673122
AIZ,2018-06-30,0.144026142,0.003295484,0.138004296,0.34639881
AIZ,2018-09-30,0.137162003,0.002591902,0.132978846,0.36961766
AIZ,2018-12-31,0.142789598,0.00236803,0.140183504,0.356788922
AIZ,2019-03-31,0.148837209,0.005765087,0.139214433,0.350301868
AIZ,2019-06-30,0.15409722,0.004863236,0.138641632,0.355892443
AIZ,2019-09-30,0.14949686,0.000891388,0.134462425,0.3725064
AIZ,2019-12-31,0.147167759,0.005276467,0.134700052,0.378295816
AIZ,2020-03-31,0.141598969,0.002892476,0.139580407,0.403786012
AIZ,2020-06-30,0.156474679,0.005335383,0.140031198,0.390669862
AIZ,2020-09-30,0.157798263,0.003166372,0.140559392,0.409618429
AIZ,2020-12-31,0.153895852,0.004387458,0.079484882,0.351670773
AIZ,2021-03-31,0.150991318,0.004800612,0.081871608,0.357456486
AIZ,2021-06-30,0.147383126,0.005837591,0.079139037,0.377445374
AIZ,2021-09-30,0.206025825,0.007030483,0.125472119,0.48510632
AIZ,2021-12-31,0.192008996,0.005822352,0.119129743,0.447144837
AIZ,2022-03-31,0.179308621,0.006119977,0.120431215,0.467380311
AIZ,2022-06-30,0.163555686,0.00309496,0.118944814,0.502868039
AIZ,2022-09-30,0.140631969,0.001046742,0.110659929,0.527284485
AIZ,2022-12-31,0.146387899,0.005589274,0.1116949,0.517284174
AIZ,2023-03-31,0.154142852,0.005480784,0.114719733,0.511973264
AIZ,2023-06-30,0.156749013,0.006953632,0.117112219,0.515517293
AIZ,2023-09-30,0.156382756,0.007702731,0.120178265,0.522027161
AIZ,2023-12-31,0.166863248,0.00855359,0.119756206,0.511146128
AIZ,2024-03-31,0.17382088,0.009622272,0.126230248,0.509893153
AIZ,2024-06-30,0.173937224,0.007722145,0.127616735,0.511355225
AJG,2014-12-31,0.494547689,0.007193505,0.065358134,0.016041517
AJG,2015-03-31,0.529907209,0.007941396,0.06633072,0.033221351
AJG,2015-06-30,0.545053653,0.016879163,0.074062797,0.027678402
AJG,2015-09-30,0.510661867,0.011309687,0.070983411,0.002437907
AJG,2015-12-31,0.517280453,0.0099972,0.070325772,-0.007738262
AJG,2016-03-31,0.473023677,0.008028812,0.073366128,0.00895116
AJG,2016-06-30,0.501541762,0.016410714,0.079446429,-0.016535714
AJG,2016-09-30,0.466683686,0.011557876,0.07975631,-0.017023499
AJG,2016-12-31,0.462808891,0.009396486,0.076546982,-0.025592055
AJG,2017-03-31,0.451501155,0.019077168,0.079793158,0.01982498
AJG,2017-06-30,0.482982172,0.007166276,0.082903981,0.029836066
AJG,2017-09-30,0.40527804,0.008014755,0.081958417,0.036163649
AJG,2017-12-31,0.397210431,0.00530754,0.088479663,0.049038938
AJG,2018-03-31,0.385166852,0.01707843,0.090320991,0.049066601
AJG,2018-06-30,0.401060685,0.007626435,0.094197952,0.041042507
AJG,2018-09-30,0.388473308,0.00854659,0.095445084,0.026025468
AJG,2018-12-31,0.362612448,0.004900435,0.097149911,0.055391552
AJG,2019-03-31,0.347154985,0.015770833,0.09578125,0.032026042
AJG,2019-06-30,0.344411723,0.008271618,0.098258058,0.021784708
AJG,2019-09-30,0.36174492,0.008617265,0.096816909,0.010007639
AJG,2019-12-31,0.321578079,0.006656428,0.103709747,0.033085377
AJG,2020-03-31,0.350938372,0.014991082,0.104571482,0.042072656
AJG,2020-06-30,0.363693192,0.011574605,0.106211322,0.04964474
AJG,2020-09-30,0.387166905,0.012637141,0.106220053,0.044297165
AJG,2020-12-31,0.384462716,0.010952283,0.108908458,0.047184108
AJG,2021-03-31,0.429224683,0.016874573,0.09882446,0.140849121
AJG,2021-06-30,0.459178142,0.010863427,0.106776638,0.129253975
AJG,2021-09-30,0.345370184,0.010358375,0.08642975,0.028052182
AJG,2021-12-31,0.265050706,0.005759696,0.07444048,0.031856726
AJG,2022-03-31,0.284686305,0.016969242,0.084746187,0.031007752
AJG,2022-06-30,0.287259895,0.010621185,0.091445123,0.034653977
AJG,2022-09-30,0.315071311,0.010448929,0.092861984,0.024678033
AJG,2022-12-31,0.279770689,0.011223223,0.087151284,0.037299863
AJG,2023-03-31,0.23767786,0.014774211,0.074404488,0.023121494
AJG,2023-06-30,0.246170422,0.007815202,0.079054206,0.027516728
AJG,2023-09-30,0.265067033,0.007978146,0.078522164,0.020361903
AJG,2023-12-31,0.228562218,0.011758725,0.074275125,0.030225007
AJG,2024-03-31,0.225626362,0.015309167,0.074292153,0.027044185
AJG,2024-06-30,0.271134501,0.008743427,0.08491868,0.036388729
ALL,2014-12-31,0.258822164,0.012140599,0.348841711,0.114575171
ALL,2015-03-31,0.258240671,0.010725126,0.355002591,0.117939369
ALL,2015-06-30,0.248173481,0.005760057,0.360045558,0.121362622
ALL,2015-09-30,0.240248404,0.00977808,0.369091819,0.125405058
ALL,2015-12-31,0.236615425,0.007634536,0.376595704,0.11950581
ALL,2016-03-31,0.237597393,0.004068072,0.372875117,0.118502648
ALL,2016-06-30,0.236974092,0.004269043,0.369328138,0.117063122
ALL,2016-09-30,0.238964419,0.007757723,0.368445783,0.118549435
ALL,2016-12-31,0.233685837,0.012365344,0.374532732,0.117364884
ALL,2017-03-31,0.237503508,0.010023312,0.37379244,0.117186579
ALL,2017-06-30,0.240600242,0.00879448,0.375429577,0.117620529
ALL,2017-09-30,0.241703365,0.009389961,0.370714235,0.11952619
ALL,2017-12-31,0.250926328,0.012390813,0.383928413,0.117281315
ALL,2018-03-31,0.258598853,0.012040004,0.397487841,0.118943587
ALL,2018-06-30,0.256207963,0.008856036,0.401414849,0.122273285
ALL,2018-09-30,0.260112044,0.011110141,0.403336536,0.123652721
ALL,2018-12-31,0.234360051,-0.005514526,0.392279664,0.123626937
ALL,2019-03-31,0.25339768,0.014848835,0.389764663,0.119826648
ALL,2019-06-30,0.260665829,0.010323213,0.386934631,0.117069627
ALL,2019-09-30,0.27535209,0.010241755,0.384288817,0.115632717
ALL,2019-12-31,0.27671577,0.019799917,0.40078366,0.113622343
ALL,2020-03-31,0.26293863,0.0114205,0.416219522,0.116272059
ALL,2020-06-30,0.286232499,0.018216153,0.407203998,0.112174888
ALL,2020-09-30,0.285515306,0.014680244,0.410069246,0.110207739
ALL,2020-12-31,0.315516341,0.023684983,0.418828927,0.162715201
ALL,2021-03-31,0.260068531,0.024412415,0.393703153,0.14190631
ALL,2021-06-30,0.269906463,0.014987598,0.395527845,0.150094615
ALL,2021-09-30,0.250222518,0.002383094,0.395203837,0.154241607
ALL,2021-12-31,0.338123881,0.015325825,0.535941271,0.159211585
ALL,2022-03-31,0.31262498,0.009222851,0.552629954,0.172300566
ALL,2022-06-30,0.262348348,-0.012734821,0.543975091,0.1654904
ALL,2022-09-30,0.219197404,-0.008302961,0.527150989,0.168526557
ALL,2022-12-31,0.215352368,-0.003081979,0.520160426,0.16132423
ALL,2023-03-31,0.211201342,-0.002940852,0.505746203,0.169304734
ALL,2023-06-30,0.180545442,-0.016147004,0.485166245,0.1714786
ALL,2023-09-30,0.166576347,0.0015221,0.479273741,0.178915948
ALL,2023-12-31,0.205640834,0.018981831,0.480989145,0.165883013
ALL,2024-03-31,0.212998928,0.014927642,0.481390333,0.173135945
ALL,2024-06-30,0.206837797,0.004992249,0.468016389,0.169311974
BRK,2014-12-31,0.859238439,0.01247844,0.311143312,0.137918903
BRK,2015-03-31,0.855371598,0.015860254,0.317815153,0.009693528
BRK,2015-06-30,0.854684263,0.012419236,0.319536442,0.010923232
BRK,2015-09-30,0.85440613,0.027191329,0.334070926,0.009511099
BRK,2015-12-31,0.880792153,0.014866267,0.339883424,0.149932006
BRK,2016-03-31,0.806948391,0.012430178,0.329672616,0.00584157
BRK,2016-06-30,0.815346738,0.013140671,0.334493334,0.027271531
BRK,2016-09-30,0.822559086,0.018608101,0.340195484,0.043484019
BRK,2016-12-31,0.850941787,0.015322443,0.339606413,0.160675457
BRK,2017-03-31,0.827202649,0.009733349,0.329798564,0.053666355
BRK,2017-06-30,0.841204768,0.010787422,0.330682552,0.055887258
BRK,2017-09-30,0.843522621,0.009478339,0.328904239,0.064493789
BRK,2017-12-31,1.005177914,0.007406405,0.364318219,0.174041974
BRK,2018-03-31,0.99844425,-0.001350599,0.449657084,0.098986552
BRK,2018-06-30,1.033080697,0.022091998,0.460666187,0.098551547
BRK,2018-09-30,1.062679252,0.032291003,0.470498697,0.084221932
BRK,2018-12-31,0.99213609,-0.040321054,0.453680026,0.172232316
BRK,2019-03-31,1.017638399,0.038539427,0.464006855,0.10167126
BRK,2019-06-30,1.033913362,0.024505728,0.469467497,0.105782336
BRK,2019-09-30,1.037821381,0.026417851,0.473484493,0.108524989
BRK,2019-12-31,1.101234435,0.046042148,0.492208299,0.171016315
BRK,2020-03-31,0.974097447,-0.081958267,0.463357126,0.128775406
BRK,2020-06-30,1.016304237,0.060017789,0.48044429,0.122698834
BRK,2020-09-30,1.020655855,0.046587368,0.492551323,0.097249701
BRK,2020-12-31,1.068521495,0.05273832,0.508883189,0.169846714
BRK,2021-03-31,1.065291663,0.017330531,0.515988933,0.085796699
BRK,2021-06-30,1.104006751,0.040164692,0.53088736,0.081396789
BRK,2021-09-30,1.094140551,0.01429583,0.537356178,0.087157538
BRK,2021-12-31,1.160133738,0.051974167,0.557394575,0.169855776
BRK,2022-03-31,1.141887279,0.007892679,0.556861948,0.03485899
BRK,2022-06-30,1.066891258,-0.059816895,0.545277295,0.053480755
BRK,2022-09-30,1.057457662,-0.003968764,0.54686932,0.063114543
BRK,2022-12-31,1.031914119,0.023557011,0.538899169,0.162233714
BRK,2023-03-31,1.073725281,0.045414975,0.548236236,0.067607956
BRK,2023-06-30,1.126475056,0.044330066,0.559291571,0.073899765
BRK,2023-09-30,1.102061805,-0.015649067,0.558640617,0.09075302
BRK,2023-12-31,1.143351068,0.044582225,0.567628493,0.161844449
BRK,2024-03-31,1.173763332,0.015447158,0.579350208,0.112058017
BRK,2024-06-30,1.213783892,0.035274967,0.586433815,0.181205923
BRO,2014-12-31,0.742167807,0.021537508,0.37383757,0.046271957
BRO,2015-03-31,0.726616231,0.021591316,0.369448317,0.043638717
BRO,2015-06-30,0.776278409,0.024432227,0.381247501,0.055837665
BRO,2015-09-30,0.753064799,0.021143086,0.389088729,0.041734612
BRO,2015-12-31,0.787043665,0.021578209,0.399158822,0.042713799
BRO,2016-03-31,0.762098139,0.023297484,0.392164394,0.036414442
BRO,2016-06-30,0.727244292,0.023464325,0.379572619,0.049427744
BRO,2016-09-30,0.812952118,0.020600418,0.40566217,0.055285959
BRO,2016-12-31,0.868439971,0.02002309,0.420627285,0.06908986
BRO,2017-03-31,0.871322226,0.0230896,0.42299678,0.068081076
BRO,2017-06-30,0.503751774,0.017476396,0.308875101,0.038423253
BRO,2017-09-30,0.816113744,0.020090466,0.427453027,0.044307585
BRO,2017-12-31,0.974331927,0.022625111,0.470881567,0.078356189
BRO,2018-03-31,0.98641115,0.019296738,0.472991933,0.06743248
BRO,2018-06-30,1.026545582,0.026052042,0.479579528,0.065560917
BRO,2018-09-30,0.813720174,0.016625804,0.42368067,0.057457019
BRO,2018-12-31,0.835490831,0.024147811,0.429767852,0.051084337
BRO,2019-03-31,0.798443775,0.018759246,0.418004187,0.053655269
BRO,2019-06-30,0.759276225,0.020492123,0.402030986,0.059628955
BRO,2019-09-30,0.783992511,0.015251213,0.412042503,0.058958415
BRO,2019-12-31,0.848159883,0.027455816,0.43115273,0.051862305
BRO,2020-03-31,0.776093547,0.017495427,0.407511279,0.054468967
BRO,2020-06-30,0.726880031,0.021118818,0.392495736,0.104980102
BRO,2020-09-30,0.720260936,0.01517176,0.392705777,0.06735445
BRO,2020-12-31,0.754133858,0.028515318,0.414543822,0.061951521
BRO,2021-03-31,0.729120473,0.021040821,0.406924557,0.041773883
BRO,2021-06-30,0.743933357,0.024415827,0.407934365,0.052875688
BRO,2021-09-30,0.749598143,0.017488515,0.408473711,0.067677386
BRO,2021-12-31,0.624819833,0.025184068,0.371861971,0.165883083
BRO,2022-03-31,0.535575841,0.018876221,0.350814332,0.197964169
BRO,2022-06-30,0.461168164,0.017118172,0.3250842,0.044823547
BRO,2022-09-30,0.491833031,0.016401889,0.325819379,0.028581652
BRO,2022-12-31,0.566335476,0.024552239,0.354925373,0.040537313
BRO,2023-03-31,0.563729303,0.021105742,0.349204093,0.052394827
BRO,2023-06-30,0.591871585,0.021597654,0.361653436,0.018214975
BRO,2023-09-30,0.599570124,0.016616274,0.355371901,0.011624001
BRO,2023-12-31,0.641645415,0.026610833,0.374442793,0.008442523
BRO,2024-03-31,0.609367114,0.021512795,0.361515304,0.043778224
BRO,2024-06-30,0.58669081,0.018659058,0.340142653,0.054436519
FAF,2014-12-31,0.500095914,0.008465277,0.085980304,-0.288932089
FAF,2015-03-31,0.466982789,0.0178226,0.08833852,-0.276824276
FAF,2015-06-30,0.496131172,0.015106514,0.096768871,-0.294080778
FAF,2015-09-30,0.502005835,0.015747238,0.101754279,-0.201235887
FAF,2015-12-31,0.523835818,0.010072473,0.10509965,-0.275919797
FAF,2016-03-31,0.499575768,0.018264117,0.106733054,-0.276305307
FAF,2016-06-30,0.487134127,0.018902228,0.109452736,-0.251473069
FAF,2016-09-30,0.518136496,0.011157156,0.118546196,-0.182957428
FAF,2016-12-31,0.530964292,0.010434979,0.1202389,-0.251389452
FAF,2017-03-31,0.522890778,0.020736526,0.12357741,-0.256677045
FAF,2017-06-30,0.545214085,0.002896116,0.120787418,-0.246593559
FAF,2017-09-30,0.571921182,0.018156273,0.136947665,-0.160482607
FAF,2017-12-31,0.571616727,0.010714361,0.14507175,-0.246620928
FAF,2018-03-31,0.559016907,0.021284265,0.150316297,-0.237557988
FAF,2018-06-30,0.477154725,0.018133568,0.14059754,-0.24288225
FAF,2018-09-30,0.543936093,0.012218982,0.154642084,-0.220522999
FAF,2018-12-31,0.533104396,0.013764337,0.152956989,-0.264465054
FAF,2019-03-31,0.555812373,0.02109674,0.161321332,-0.250041947
FAF,2019-06-30,0.561788833,0.021818875,0.168163334,-0.217201796
FAF,2019-09-30,0.623766563,0.026066499,0.187603091,-0.147118673
FAF,2019-12-31,0.597919803,0.007230835,0.18620985,-0.224971306
FAF,2020-03-31,0.593360996,0.019428711,0.186767578,-0.188490397
FAF,2020-06-30,0.599063765,0.026316955,0.192024685,-0.175498853
FAF,2020-09-30,0.62509525,0.029636605,0.207486715,-0.129024695
FAF,2020-12-31,0.524614409,0.02238082,0.196577051,-0.225099778
FAF,2021-03-31,0.519602049,0.026900888,0.200233357,-0.241117521
FAF,2021-06-30,0.506908697,0.037336689,0.208378281,-0.258428023
FAF,2021-09-30,0.542088489,0.021457662,0.223694608,-0.229651693
FAF,2021-12-31,0.482508073,0.009045804,0.22514673,-0.273612876
FAF,2022-03-31,0.435431194,0.009906531,0.232136269,-0.286496126
FAF,2022-06-30,0.379004601,0.001261677,0.225767318,-0.277265559
FAF,2022-09-30,0.455616118,0.005837513,0.248345035,-0.273139418
FAF,2022-12-31,0.450636492,0.005765731,0.241289652,-0.290230109
FAF,2023-03-31,0.437408626,0.013502002,0.241306973,-0.279696141
FAF,2023-06-30,0.448105762,0.002323205,0.254734978,-0.293330154
FAF,2023-09-30,0.407286432,0.004267095,0.220853419,-0.198595489
FAF,2023-12-31,0.485847149,0.006300177,0.251871003,-0.270655872
FAF,2024-03-31,0.468087167,0.012337534,0.248202151,-0.259985485
FAF,2024-06-30,0.44614176,-0.00653145,0.217372933,-0.210086925
FNF,2014-12-31,0.961881819,0.020512821,0.083062477,0.239942217
FNF,2015-03-31,0.935260931,0.013264339,0.086218206,0.148021281
FNF,2015-06-30,0.975981334,0.02049038,0.09029659,0.181357227
FNF,2015-09-30,0.980527727,0.01937874,0.092191508,0.164434312
FNF,2015-12-31,0.990427204,0.018448065,0.098628957,0.248725863
FNF,2016-03-31,0.985051253,0.011833895,0.099691602,0.180735853
FNF,2016-06-30,0.944511785,0.017557833,0.105970356,0.162626403
FNF,2016-09-30,0.976641935,0.018420687,0.11323509,0.154386209
FNF,2016-12-31,0.994916884,0.023276634,0.122856553,0.337304593
FNF,2017-03-31,1.041762673,0.010297644,0.126110876,0.162434758
FNF,2017-06-30,1.046692607,0.020419659,0.141951838,0.174271229
FNF,2017-09-30,1.193191312,0.024092944,0.122750214,0.153413961
FNF,2017-12-31,1.108525346,0.02491531,0.023713255,0.244454158
FNF,2018-03-31,1.149702026,0.014748281,0.03992016,0.150698603
FNF,2018-06-30,1.161644476,0.030905554,0.057164469,0.198724876
FNF,2018-09-30,1.15971422,0.030519688,0.072671006,0.205527692
FNF,2018-12-31,1.148533149,0.009246318,0.068917321,0.267283088
FNF,2019-03-31,1.125826355,0.028609931,0.078988287,0.178501088
