Ticker,Date,BookValueofEquity/TotalLiabilities,EBIT/TotalAssets,RetainedEarnings/TotalAssets,Working Capital/Total Assets
FNF,2019-06-30,1.082362559,0.035822946,0.092452645,0.193149475
FNF,2019-09-30,1.103148971,0.031193013,0.1062482,0.182071216
FNF,2019-12-31,1.149154589,0.047578908,0.127001967,0.200149855
FNF,2020-03-31,1.150927487,-0.007252058,0.117992944,0.125147001
FNF,2020-06-30,0.162026726,0.008791484,0.029520218,-0.012353909
FNF,2020-09-30,0.168184905,0.011386188,0.034038288,-0.002425579
FNF,2020-12-31,0.199510258,0.018987216,0.047448221,0.014468338
FNF,2021-03-31,0.19013938,0.015245975,0.056186758,-0.003534736
FNF,2021-06-30,0.194775596,0.013591343,0.061316948,-0.000623624
FNF,2021-09-30,0.190792152,0.016288928,0.067702458,0.031501043
FNF,2021-12-31,0.184588058,0.011830615,0.071988796,0.046284396
FNF,2022-03-31,0.153927833,0.010779368,0.076277174,0.002563386
FNF,2022-06-30,0.123816166,0.009358158,0.080042463,0.016364527
FNF,2022-09-30,0.102882995,0.007448041,0.081542372,0.027572228
FNF,2022-12-31,0.112148735,-0.000445174,0.080208157,0.02948897
FNF,2023-03-31,0.105513761,0.00038763,0.07241508,0.023803371
FNF,2023-06-30,0.100642108,0.004724668,0.07039071,0.027047014
FNF,2023-09-30,0.097659379,0.008080863,0.073565579,0.032445069
FNF,2023-12-31,0.101976652,-9.92383e-05,0.065050736,0.021026124
FNF,2024-03-31,0.102231962,0.004367071,0.06344679,0.016639841
FNF,2024-06-30,0.098722215,0.005910565,0.062325498,0.02957534
HIG,2014-12-31,0.083714011,0.002846615,0.046902332,0.073756884
HIG,2015-03-31,0.081811368,0.002306863,0.049460626,0.080906149
HIG,2015-06-30,0.085364996,0.00186647,0.052775293,0.087862331
HIG,2015-09-30,0.083728038,0.002719533,0.054959973,0.091802862
HIG,2015-12-31,0.086502596,0.001986874,0.056217114,0.083435534
HIG,2016-03-31,0.088774832,0.001054407,0.056775446,0.082946717
HIG,2016-06-30,0.088944187,0.00261787,0.058144727,0.082581097
HIG,2016-09-30,0.081392381,4.45284e-06,0.058394486,-0.74940332
HIG,2016-12-31,0.081625308,0.002094167,0.059479653,0.076414893
HIG,2017-03-31,0.082886252,-0.000938622,0.058805559,0.072203061
HIG,2017-06-30,0.083260057,0.001123941,0.059916775,0.079634808
HIG,2017-09-30,0.063721277,0.002250732,0.042803871,-0.730777768
HIG,2017-12-31,0.064577468,0.002727701,0.04687399,-0.724765307
HIG,2018-03-31,0.260133944,0.010086384,0.175220074,-0.017260387
HIG,2018-06-30,0.261332841,0.009635887,0.178605726,-0.022966616
HIG,2018-09-30,0.266248019,0.004461778,0.177427897,0.011635932
HIG,2018-12-31,0.292748653,0.013249321,0.18274272,-0.014338955
HIG,2019-03-31,0.282244371,0.007470636,0.170370797,0.000575772
HIG,2019-06-30,0.296762524,0.011927807,0.174376566,0.010945684
HIG,2019-09-30,0.298274882,0.010957821,0.179123657,0.026434331
HIG,2019-12-31,0.28556998,0.005893138,0.186528724,0.029465689
HIG,2020-03-31,0.316628955,0.009043527,0.185476828,0.02938442
HIG,2020-06-30,0.326540345,0.00943044,0.186714418,0.029203944
HIG,2020-09-30,0.33401134,0.009229399,0.187799382,0.038779668
HIG,2020-12-31,0.31331528,0.004865164,0.189161871,0.032075039
HIG,2021-03-31,0.322971251,0.015348177,0.198214955,0.039715249
HIG,2021-06-30,0.305709591,0.008048237,0.198833399,0.030816621
HIG,2021-09-30,0.303788201,0.012457886,0.205855468,0.044621171
HIG,2021-12-31,0.267829164,0.007840323,0.213642162,0.031414447
HIG,2022-03-31,0.244533828,0.008190381,0.226347338,0.058327118
HIG,2022-06-30,0.220150902,0.006685144,0.231166697,0.056461609
HIG,2022-09-30,0.230499562,0.010944006,0.233645628,0.068006246
HIG,2022-12-31,0.239363034,0.00954895,0.235073873,0.048620183
HIG,2023-03-31,0.236881308,0.009865349,0.24176196,0.060396509
HIG,2023-06-30,0.224846722,0.011635085,0.246685276,0.05290139
HIG,2023-09-30,0.249410118,0.013167492,0.247551446,0.064313623
HIG,2023-12-31,0.248513865,0.012430833,0.252399949,0.047986102
HIG,2024-03-31,0.247451315,0.012233383,0.255661261,0.045707563
HIG,2024-06-30,0.264876735,0.012410889,0.256516332,0.041702065
MET,2014-12-31,0.087574939,0.002975607,0.035485633,0.060754463
MET,2015-03-31,0.088018302,0.003228998,0.036697507,0.064615836
MET,2015-06-30,0.084484923,0.001814318,0.038263196,0.068577897
MET,2015-09-30,0.08758641,0.002585953,0.039835233,0.073174988
MET,2015-12-31,0.08462178,0.002006987,0.040457529,0.066117802
MET,2016-03-31,0.090277291,0.003510902,0.040658231,0.073053144
MET,2016-06-30,0.091952678,1.06093e-06,0.039173873,0.075744218
MET,2016-09-30,0.089733063,0.001531109,0.038885344,0.067991109
MET,2016-12-31,0.081464439,-0.000914589,0.038589663,0.049079625
MET,2017-03-31,0.08045085,0.001479195,0.038114677,0.075185282
MET,2017-06-30,0.081433731,0.001409427,0.038121528,0.07436238
MET,2017-09-30,0.08581448,0.001052025,0.033878545,0.076564679
MET,2017-12-31,0.089059063,0.001918343,0.036848583,0.069753519
MET,2018-03-31,0.086130265,0.002736519,0.037122641,0.082560091
MET,2018-06-30,0.082501023,0.002008967,0.038041547,0.086333217
MET,2018-09-30,0.080120066,0.001951461,0.039130877,0.082299259
MET,2018-12-31,0.083453623,0.004011415,0.042071856,0.083272488
MET,2019-03-31,0.0897517,0.002783277,0.041986124,0.075197564
MET,2019-06-30,0.095859882,0.003529249,0.042625521,0.081026596
MET,2019-09-30,0.101779461,0.004111404,0.044355772,0.086727193
MET,2019-12-31,0.098477779,0.000314668,0.04467205,0.077465046
MET,2020-03-31,0.105597667,0.007949944,0.050043308,0.085872955
MET,2020-06-30,0.109796528,0.000557594,0.047640451,0.079698222
MET,2020-09-30,0.104069326,0.001474711,0.047126684,0.078216048
MET,2020-12-31,0.103865039,0.000495506,0.045892201,0.073719795
MET,2021-03-31,0.093987724,0.000674189,0.047249076,0.076336622
MET,2021-06-30,0.098636034,0.006096323,0.050847523,0.079063385
MET,2021-09-30,0.100144295,0.002994759,0.053075897,0.071966116
MET,2021-12-31,0.09790898,0.002012615,0.054227414,0.075377645
MET,2022-03-31,0.080945068,0.000994085,0.057168183,0.084573178
MET,2022-06-30,0.059736925,0.000687894,0.062002465,0.090750694
MET,2022-09-30,0.04054266,0.00105983,0.063116055,0.099394866
MET,2022-12-31,0.047594822,0.00264828,0.060825974,0.087263525
MET,2023-03-31,0.050515469,0.001036683,0.059259995,0.090415355
MET,2023-06-30,0.047143805,-0.000193421,0.058953548,0.084938408
MET,2023-09-30,0.041350952,3.06692e-06,0.061273999,0.086523953
MET,2023-12-31,0.046023997,0.0023808,0.058387048,0.101772293
MET,2024-03-31,0.044384845,0.000907647,0.059550515,0.103005419
MET,2024-06-30,0.042486559,0.001889766,0.060485834,0.106516511
MKL,2014-12-31,0.436961852,0.008277778,0.102460317,0.170575397
MKL,2015-03-31,0.457998961,0.010645468,0.10905635,0.175691601
MKL,2015-06-30,0.444204054,0.005108019,0.112079161,0.175902783
MKL,2015-09-30,0.444941757,0.007257168,0.116869192,0.183829323
MKL,2015-12-31,0.463958676,0.011793977,0.12578692,0.19229921
MKL,2016-03-31,0.478613782,0.009545649,0.128207125,0.190252287
MKL,2016-06-30,0.477558348,0.007354572,0.127392163,0.173430665
MKL,2016-09-30,0.483454127,0.005780564,0.130056052,0.171404333
MKL,2016-12-31,0.492731049,0.008932947,0.136270531,0.151818357
MKL,2017-03-31,0.494819093,0.004823681,0.134767622,0.164696034
MKL,2017-06-30,0.49763268,0.008839466,0.134764548,0.184152851
MKL,2017-09-30,0.465594327,-0.011568077,0.118482415,0.168427014
MKL,2017-12-31,0.417858841,0.00544734,0.115134888,0.172128029
MKL,2018-03-31,0.405173151,0.003195095,0.18036877,0.178649364
MKL,2018-06-30,0.40793597,0.009811111,0.186001745,0.179391825
MKL,2018-09-30,0.41379741,0.016361682,0.193680429,0.186252135
MKL,2018-12-31,0.38590213,-0.022453612,0.173602354,0.177878761
MKL,2019-03-31,0.402341542,0.022881366,0.182485534,0.188676915
MKL,2019-06-30,0.408554743,0.018298007,0.186919993,0.187232716
MKL,2019-09-30,0.411648117,0.007080948,0.188708284,0.194253699
MKL,2019-12-31,0.429323366,0.020115814,0.198991301,0.202153226
MKL,2020-03-31,0.377967203,-0.050070737,0.167521984,0.234077506
MKL,2020-06-30,0.423605291,0.031790724,0.17784376,0.256154397
MKL,2020-09-30,0.433567681,0.017236495,0.183644511,0.233075927
MKL,2020-12-31,0.455846422,0.02745145,0.196475665,0.231371374
MKL,2021-03-31,0.453026365,0.017316637,0.20340125,0.207987361
MKL,2021-06-30,0.452841,0.023640507,0.208229263,0.207114719
MKL,2021-09-30,0.440167777,0.005175818,0.206655816,0.203882988
MKL,2021-12-31,0.456845775,0.024279555,0.21550426,0.214623636
MKL,2022-03-31,0.424065353,-0.000821884,0.209819332,0.219156068
MKL,2022-06-30,0.382395341,-0.024547938,0.193755605,0.231871024
MKL,2022-09-30,0.362081575,0.001382252,0.19115673,0.226865616
MKL,2022-12-31,0.381011816,0.022835452,0.197485489,0.237418007
MKL,2023-03-31,0.38954202,0.014799183,0.201307369,0.222866593
MKL,2023-06-30,0.392305435,0.018589223,0.207324084,0.238292388
MKL,2023-09-30,0.379924659,0.001380311,0.204345106,0.233121955
MKL,2023-12-31,0.392864372,0.020564619,0.206245685,0.209752934
MKL,2024-03-31,0.398301155,0.023321579,0.212704675,0.203041232
MKL,2024-06-30,0.379461707,0.006866187,0.206498074,0.219702562
MMC,2014-12-31,0.669136961,0.030124206,0.5808464,0.104310684
MMC,2015-03-31,0.688296059,0.043661637,0.624628728,0.143994297
MMC,2015-06-30,0.651930557,0.036122437,0.61838856,0.120082697
MMC,2015-09-30,0.557332396,0.02600993,0.616565109,0.119724667
MMC,2015-12-31,0.568451868,0.032608696,0.620443566,0.073342117
MMC,2016-03-31,0.596196179,0.040434687,0.632171227,0.090412621
MMC,2016-06-30,0.589657902,0.040163753,0.650088515,0.078889135
MMC,2016-09-30,0.582040676,0.031158078,0.651105785,0.075389476
MMC,2016-12-31,0.526262796,0.03479934,0.681033535,0.044090159
MMC,2017-03-31,0.535951417,0.042648532,0.664557963,0.073435605
MMC,2017-06-30,0.571959897,0.039296369,0.66428351,0.078849913
MMC,2017-09-30,0.567799984,0.030319959,0.665972575,0.071152869
MMC,2017-12-31,0.573034573,0.035360272,0.643203289,0.063635029
MMC,2018-03-31,0.600464141,0.045558726,0.64605454,0.100472426
MMC,2018-06-30,0.583520431,0.035729477,0.667848197,0.092584716
MMC,2018-09-30,0.554631742,0.028586303,0.671872781,0.058639784
MMC,2018-12-31,0.541946549,0.029752526,0.664890166,0.046806933
MMC,2019-03-31,0.360525484,0.033248167,0.485847961,0.230148986
MMC,2019-06-30,0.350603474,0.023352846,0.458992403,0.035620874
MMC,2019-09-30,0.334635193,0.017236389,0.476283886,0.027398141
MMC,2019-12-31,0.339241479,0.039098128,0.484708359,0.012405523
MMC,2020-03-31,0.311236424,0.036125004,0.493453538,0.028352075
MMC,2020-06-30,0.352946124,0.029469365,0.499238397,0.067425161
MMC,2020-09-30,0.365748673,0.018359291,0.486582418,0.054527095
MMC,2020-12-31,0.389255538,0.029683198,0.492359829,0.048382704
MMC,2021-03-31,0.42316003,0.044278499,0.519939268,0.044185542
MMC,2021-06-30,0.452377804,0.03941978,0.534002974,0.053318363
MMC,2021-09-30,0.428163159,0.024528531,0.533290886,0.036929234
MMC,2021-12-31,0.484416818,0.035332093,0.534750494,0.046818658
MMC,2022-03-31,0.495118054,0.04473403,0.561505581,0.035650677
MMC,2022-06-30,0.484704524,0.042553828,0.594497608,0.034479665
MMC,2022-09-30,0.440401223,0.026480967,0.619461012,0.008806171
MMC,2022-12-31,0.322163944,0.027043569,0.460194043,0.025547445
MMC,2023-03-31,0.483377947,0.05093428,0.609726992,0.034897258
MMC,2023-06-30,0.352601156,0.032792166,0.472018211,0.021238672
MMC,2023-09-30,0.318174329,0.022145833,0.458479167,0.034875
MMC,2023-12-31,0.346887269,0.029085988,0.473849677,0.040662086
MMC,2024-03-31,0.361144492,0.042377869,0.493063146,0.055473808
MMC,2024-06-30,0.387283732,0.035582721,0.505813834,0.064991459
PGR,2014-12-31,0.367410785,0.022347604,0.160268342,0.078257329
PGR,2015-03-31,0.365973881,0.017696514,0.162531156,0.092455638
PGR,2015-06-30,0.362279764,0.019116844,0.160217035,0.100600601
PGR,2015-09-30,0.35882887,0.015513613,0.164055453,0.099478871
PGR,2015-12-31,0.35141627,0.018384252,0.157181663,0.083812334
PGR,2016-03-31,0.353705825,0.013723065,0.158778725,0.101051364
PGR,2016-06-30,0.350946906,0.010013142,0.157425371,0.097743914
PGR,2016-09-30,0.341941407,0.008738586,0.154159603,0.099170162
PGR,2016-12-31,0.337815664,0.017189183,0.153763312,0.083947589
PGR,2017-03-31,0.349590974,0.019479475,0.159231277,0.096119043
PGR,2017-06-30,0.349045851,0.016298719,0.161052058,0.093723085
PGR,2017-09-30,0.335838051,0.007417872,0.157116071,0.099321912
PGR,2017-12-31,0.338567426,0.018813467,0.155861606,0.085928012
PGR,2018-03-31,0.355381387,0.022927101,0.193994822,0.102571919
PGR,2018-06-30,0.349012288,0.021257264,0.20108846,0.096326446
PGR,2018-09-30,0.360822278,0.025755314,0.210829088,0.098869225
PGR,2018-12-31,0.310532092,0.006187869,0.180075148,0.064901771
PGR,2019-03-31,0.337696478,0.033060389,0.191566018,0.094898669
PGR,2019-06-30,0.358748312,0.025153924,0.200218221,0.088258904
PGR,2019-09-30,0.361706419,0.01958969,0.203580951,0.088116575
PGR,2019-12-31,0.33890081,0.025240844,0.194496549,0.070219082
PGR,2020-03-31,0.349668969,0.016399182,0.200231049,0.090951746
PGR,2020-06-30,0.390092662,0.039137461,0.218866781,0.072189678
PGR,2020-09-30,0.403691635,0.031483042,0.229412794,0.09304829
PGR,2020-12-31,0.362069698,0.033729602,0.208352835,0.042165122
PGR,2021-03-31,0.374908044,0.029413114,0.224420222,0.085213948
PGR,2021-06-30,0.365129328,0.01512374,0.220568859,0.080208811
PGR,2021-09-30,0.343285239,0.002660497,0.211930926,0.092972817
PGR,2021-12-31,0.344643769,0.017657313,0.215655401,0.090332059
PGR,2022-03-31,0.29978199,0.006012444,0.210604626,0.08779927
PGR,2022-06-30,0.272676596,-0.004764773,0.20488112,0.096851773
PGR,2022-09-30,0.243234345,0.002722313,0.198453472,0.100540226
PGR,2022-12-31,0.266743882,0.01441728,0.208321739,0.096404956
PGR,2023-03-31,0.265474748,0.007682167,0.199982589,0.108295298
PGR,2023-06-30,0.252302443,0.00604497,0.197118573,0.103247935
PGR,2023-09-30,0.254845657,0.017279021,0.202923424,0.094683198
PGR,2023-12-31,0.296386704,0.029010835,0.211983178,0.08581254
PGR,2024-03-31,0.301602666,0.031977732,0.223323559,0.099329636
PGR,2024-06-30,0.313065873,0.019715404,0.228923416,0.105113747
PRU,2014-12-31,0.062171402,0.003499818,0.020771578,-0.010617612
PRU,2015-03-31,0.058703096,0.002619534,0.022700008,-0.001649336
PRU,2015-06-30,0.060090733,0.002883926,0.024538552,-0.002381625
PRU,2015-09-30,0.058606353,0.002839202,0.024999505,0.0114783
PRU,2015-12-31,0.068070966,0.002240635,0.025670282,-0.00789009
PRU,2016-03-31,0.074432897,0.001686148,0.025676405,-0.016400708
PRU,2016-06-30,0.074681704,0.002823636,0.026795875,-0.013644929
PRU,2016-09-30,0.062460528,0.002289652,0.027993704,0.001776872
PRU,2016-12-31,0.062599365,0.002188458,0.028823688,-0.011357408
PRU,2017-03-31,0.063669088,0.000746994,0.028484229,-0.012263257
PRU,2017-06-30,0.065620596,0.003679072,0.030518882,-0.014883131
PRU,2017-09-30,0.070099341,0.003108867,0.034454705,0.005596441
PRU,2017-12-31,0.067105937,0.002040553,0.034830422,-0.00079549
PRU,2018-03-31,0.063002744,0.00030615,0.035021833,0.000590345
PRU,2018-06-30,0.060698806,0.002233977,0.036469247,0.001047708
PRU,2018-09-30,0.064005211,0.001646468,0.037382925,0.010267729
PRU,2018-12-31,0.069847356,0.001342244,0.036459584,-0.008718699
PRU,2019-03-31,0.076574035,0.001003633,0.035777187,-0.014609333
PRU,2019-06-30,0.080938641,0.001950033,0.036436374,-0.015997724
PRU,2019-09-30,0.076508736,0.001525846,0.036797643,0.002114769
PRU,2019-12-31,0.075152589,-0.000384566,0.03682678,-0.0109567
PRU,2020-03-31,0.078348033,-0.002547556,0.032036723,-0.024628927
PRU,2020-06-30,0.079187971,0.001635606,0.033317646,-0.022136072
PRU,2020-09-30,0.078176575,0.000976909,0.032686596,-0.00148503
PRU,2020-12-31,0.069270151,0.003760691,0.036493695,-0.008386606
PRU,2021-03-31,0.073812816,0.002928348,0.037570929,-0.013340011
PRU,2021-06-30,0.071904996,0.001936559,0.038481335,-0.005840773
PRU,2021-09-30,0.071554126,0.002610972,0.039092047,0.004067911
PRU,2021-12-31,0.053610083,-0.000748235,0.041180276,0.006149879
PRU,2022-03-31,0.043376067,-0.001525304,0.050513299,0.019803076
PRU,2022-06-30,0.026007605,-0.000185908,0.050754254,0.031973158
PRU,2022-09-30,0.04857482,-0.002082641,0.04602709,0.023879982
PRU,2022-12-31,0.047940227,0.00260409,0.046115085,0.023078691
PRU,2023-03-31,0.044104281,0.000890573,0.046975207,0.020805847
PRU,2023-06-30,0.041184031,-0.001553018,0.046227985,0.021592534
PRU,2023-09-30,0.04308614,0.005778487,0.044863359,0.021540015
PRU,2023-12-31,0.042236674,0.001915067,0.045484918,0.01709921
PRU,2024-03-31,0.043943067,0.001978479,0.047171684,0.011670927
PRU,2024-06-30,0.044763157,0.001365261,0.044384525,0.037549948
TRV,2014-12-31,0.317425424,0.015056559,0.264372611,0.040639128
TRV,2015-03-31,0.319189661,0.01207506,0.271747281,0.082373334
TRV,2015-06-30,0.311066118,0.011488826,0.280571294,0.088310513
TRV,2015-09-30,0.307811519,0.013720498,0.286583097,0.081921457
TRV,2015-12-31,0.3081242,0.01301605,0.298900024,0.044707738
TRV,2016-03-31,0.311763036,0.009913454,0.299508261,0.046410307
TRV,2016-06-30,0.317938558,0.009566015,0.301827304,0.044150089
TRV,2016-09-30,0.31192883,0.010079096,0.305904443,0.038234407
TRV,2016-12-31,0.301477462,0.012629059,0.321173126,0.046156916
TRV,2017-03-31,0.304145091,0.008385516,0.322215199,0.049621713
TRV,2017-06-30,0.302724239,0.008590714,0.321577107,0.052489067
TRV,2017-09-30,0.294614821,0.003978487,0.317416188,0.049477045
TRV,2017-12-31,0.297559936,0.009209242,0.32335746,0.049834272
TRV,2018-03-31,0.284756558,0.008362591,0.327761488,0.055557699
TRV,2018-06-30,0.279641533,0.006964636,0.331288699,0.056354627
TRV,2018-09-30,0.274136458,0.00854488,0.333355685,0.051403391
TRV,2018-12-31,0.281463996,0.007991711,0.337743325,0.054598831
TRV,2019-03-31,0.293585506,0.009837197,0.333765362,0.056636145
TRV,2019-06-30,0.304152503,0.0069447,0.332820617,0.060420735
TRV,2019-09-30,0.302561618,0.004680654,0.329432788,0.055614517
TRV,2019-12-31,0.308188503,0.010506529,0.335782133,0.051851583
TRV,2020-03-31,0.299221199,0.008333638,0.341066925,0.060409737
TRV,2020-06-30,0.311861935,0.008870569,0.32706883,0.060077468
TRV,2020-09-30,0.314553566,0.00921948,0.32374725,0.05259314
TRV,2020-12-31,0.333485605,0.014550718,0.332045836,0.050195266
TRV,2021-03-31,0.318477293,0.008313965,0.335677422,0.052660811
TRV,2021-06-30,0.321799499,0.010137025,0.333987425,0.053766314
TRV,2021-09-30,0.308721485,0.007232449,0.335012344,0.048961941
TRV,2021-12-31,0.315432577,0.014427307,0.344952103,0.050669899
TRV,2022-03-31,0.274346934,0.010700553,0.357182609,0.053553359
TRV,2022-06-30,0.244085666,0.006390078,0.36611286,0.06133617
TRV,2022-09-30,0.210844075,0.005388525,0.375420979,0.061644375
TRV,2022-12-31,0.228979258,0.009289906,0.376055376,0.066489798
TRV,2023-03-31,0.241888772,0.008584561,0.374079019,0.072596999
TRV,2023-06-30,0.221388197,0.000364924,0.365139791,0.076708716
TRV,2023-09-30,0.197010039,0.004695841,0.364117182,0.071961708
TRV,2023-12-31,0.246603402,0.016804521,0.361896522,0.06957564
TRV,2024-03-31,0.244384108,0.011521859,0.364830076,0.07370693
TRV,2024-06-30,0.238020928,0.005830723,0.361698179,0.080098983
UNM,2014-12-31,0.158025516,-0.00666293,0.11692554,0.136819856
UNM,2015-03-31,0.159920482,0.005408236,0.118590812,0.134882171
UNM,2015-06-30,0.160102273,0.00579837,0.124070203,0.13098676
UNM,2015-09-30,0.162141224,0.005479318,0.127048647,0.124328499
UNM,2015-12-31,0.166936416,0.005869824,0.132009114,0.129656231
UNM,2016-03-31,0.1681496,0.005531887,0.131697005,0.128038665
UNM,2016-06-30,0.167416264,0.005991888,0.130816093,0.12450159
UNM,2016-09-30,0.17162291,0.005904076,0.133667162,0.129958532
UNM,2016-12-31,0.169290595,0.006635239,0.141164315,0.136702076
UNM,2017-03-31,0.170488796,0.005919232,0.14277489,0.136545382
UNM,2017-06-30,0.172329603,0.006334606,0.143999874,0.135374397
UNM,2017-09-30,0.173832257,0.006377143,0.146177475,0.131064477
UNM,2017-12-31,0.175888166,0.006020652,0.149063471,0.132116914
UNM,2018-03-31,0.177526956,0.006051228,0.155176792,0.137681711
UNM,2018-06-30,0.178495843,0.006368753,0.160533616,0.137163885
UNM,2018-09-30,0.158527507,-0.005383133,0.15535743,0.14206747
UNM,2018-12-31,0.161903331,0.005683949,0.159399444,0.144072015
UNM,2019-03-31,0.165162866,0.006185664,0.15773912,0.137101467
UNM,2019-06-30,0.167633133,0.005992953,0.156567037,0.134572626
UNM,2019-09-30,0.168027353,0.005536472,0.156699922,0.126260529
UNM,2019-12-31,0.174677465,0.006358468,0.160103264,0.125459239
UNM,2020-03-31,0.176525669,0.003792702,0.165483042,0.130082956
UNM,2020-06-30,0.179780063,0.005739846,0.158992858,0.121092273
UNM,2020-09-30,0.185477828,0.005013215,0.16076764,0.124378017
UNM,2020-12-31,0.181926199,0.002411293,0.159572962,0.210831705
UNM,2021-03-31,0.180108031,0.003511558,0.164070058,0.234373421
UNM,2021-06-30,0.182893418,0.005495142,0.162241555,0.217721161
UNM,2021-09-30,0.186919973,0.006610669,0.166506133,0.213812006
UNM,2021-12-31,0.194483722,0.003455702,0.169048434,0.210412745
UNM,2022-03-31,0.190209314,0.00515405,0.181189072,0.217799976
UNM,2022-06-30,0.181687135,0.007709003,0.195719333,0.226770805
UNM,2022-09-30,0.165878139,0.011382194,0.208618792,0.233284046
UNM,2022-12-31,0.166653947,0.006879916,0.214901307,0.224662709
UNM,2023-03-31,0.173894238,0.008000128,0.215141612,0.220908625
UNM,2023-06-30,0.175582522,0.008841109,0.222247351,0.221289416
UNM,2023-09-30,0.191075969,0.005175548,0.231657076,0.216392294
UNM,2023-12-31,0.180042534,0.007555134,0.180728796,0.212471741
UNM,2024-03-31,0.195530726,0.008724875,0.188100115,0.211837473
UNM,2024-06-30,0.202888717,0.008790536,0.194619947,0.210220166
